customer_id,first_name,last_name,gender,birth_date,email,phone_number,city,country,registration_date,loyalty_tier,account_status,marketing_opt_in,total_lifetime_value,avg_order_value,orders_count,last_purchase_date,preferred_channel,created_at,updated_at
1521,Katelyn,Grimes,M,1994-01-21,snydervictoria@yahoo.com,,North Susan,Nepal,2020-09-23,Gold,active,True,1891.9,475.08,75,,mobile,2022-07-12 11:54:49,2025-11-28 09:31:52
1522,Sarah,Porter,F,1998-10-03,carol86@welch.com,+1-164-631-6261x59506,Marshland,Bahamas,2021-10-28,Silver,active,,17385.5,200.91,40,2025-09-04,web,2020-10-01 18:22:09,2025-04-30 11:45:09
1523,Dustin,Butler,,1998-07-07,ygarcia@hotmail.com,(716)213-3264x9214,Port Katieshire,Venezuela,2020-07-11,Bronze,blocked,True,8658.01,,146,,store,2022-03-28 12:30:22,2025-07-20 06:05:24
1524,Jeffrey,Lambert,M,1954-11-16,timothy15@gmail.com,,Figueroatown,Albania,2021-01-06,Silver,blocked,False,4380.87,,126,2024-05-22,mobile,2021-07-20 23:43:04,2026-01-11 00:37:49
1525,Julie,Alvarez,M,1978-10-31,bcurry@wolfe.net,001-725-198-3540,Karentown,Libyan Arab Jamahiriya,2021-01-28,Silver,blocked,False,5555.72,341.21,129,,mobile,2021-11-17 13:11:37,2026-01-05 13:55:25
1526,Mitchell,Buckley,,1969-08-07,brianweeks@camacho-scott.com,,West David,Denmark,2021-08-21,Platinum,blocked,True,23572.4,23.38,7,2024-09-08,web,2022-11-25 00:21:17,2025-12-05 21:26:34
1527,Jeanette,Cooper,F,1963-02-22,adamsashley@gmail.com,(745)360-9736x11307,Cortezton,Wallis and Futuna,2023-02-21,Silver,blocked,,22101.59,471.15,20,2024-11-26,web,2021-09-21 15:33:38,2025-03-07 08:04:31
1528,Monica,Brewer,,2001-12-15,epoole@phelps.info,001-365-581-9661,Nelsontown,Czech Republic,2021-02-02,Platinum,blocked,,17852.25,115.81,73,,,2022-07-08 17:16:41,2025-10-21 23:46:42
1529,Theresa,Castillo,M,1984-05-18,ocastillo@yahoo.com,+1-625-508-3628x6410,Leblancland,Jersey,2021-04-24,Silver,active,False,20655.49,119.39,237,2025-10-23,,2021-08-11 14:48:44,2025-01-27 06:27:49
1530,Jason,Gomez,F,1976-09-29,smithlisa@baker.org,,Hillberg,Equatorial Guinea,2022-05-26,Platinum,inactive,True,7506.1,357.39,193,,web,2021-09-29 14:08:18,2025-02-06 13:40:04
1531,Lori,Fitzpatrick,F,2001-06-12,allengay@brown.com,001-656-395-5943,Kimberlyport,Belgium,2023-04-21,Gold,blocked,True,20051.47,451.25,62,2024-03-11,web,2021-07-26 18:50:46,2025-02-01 21:29:23
1532,James,Cohen,M,1992-09-30,rwillis@yahoo.com,9125601770,North Dustinchester,Gibraltar,2022-09-14,Silver,inactive,False,7343.53,466.41,162,2025-01-22,,2022-12-22 17:53:00,2025-07-09 07:35:39
1533,Judith,Keller,F,1951-08-10,powellstephanie@yahoo.com,887.217.8617,East Andrewmouth,Bhutan,2022-06-15,Platinum,inactive,True,20054.11,496.08,151,2025-07-26,mobile,2022-07-29 02:36:14,2025-06-25 20:53:27
1534,Laura,Owens,M,1954-03-01,,4598345104,South Barbara,Korea,2023-05-25,Gold,inactive,True,16275.74,,127,2024-10-29,mobile,2022-10-19 16:43:28,2025-10-03 03:39:42
1535,Krista,Perez,F,1973-04-08,thomasbrent@smith-austin.net,011.849.4206,Rodriguezside,Equatorial Guinea,2020-08-02,Platinum,active,,,67.27,114,2024-07-27,web,2020-07-17 15:13:28,2025-06-22 16:47:24
1536,Garrett,Johnson,M,1957-03-23,davidewing@moon-santana.com,+1-744-277-0832x4630,Castilloview,Marshall Islands,2021-09-19,Bronze,blocked,,7375.67,313.64,85,2025-10-06,mobile,2021-02-11 16:47:03,2025-08-08 02:43:00
1537,Mary,Oneill,,1977-04-10,laurenwilliams@peterson.com,(884)071-5003,Catherineshire,Azerbaijan,2020-02-08,Platinum,inactive,False,8364.49,484.37,190,,web,2020-12-20 21:20:09,2025-05-01 19:50:56
1538,Preston,Robinson,,1972-11-18,pbrown@henderson-boyd.org,001-853-157-2937x84982,East Julieside,Ethiopia,2021-07-27,Silver,inactive,True,7621.68,448.24,134,2025-10-07,store,2022-11-11 11:56:06,2025-12-18 13:00:20
1539,Michael,Wood,M,1970-11-25,rachelstrickland@hotmail.com,001-510-519-7573x7158,Trujilloview,Suriname,2022-03-29,Silver,inactive,False,16287.45,,107,2024-05-02,web,2022-09-27 06:51:17,2025-06-08 05:23:35
1540,Mark,Adams,,1953-02-14,ylara@barrett-norris.biz,251.776.8218x59056,New Steveborough,Kyrgyz Republic,2021-03-31,Silver,inactive,True,23887.4,,116,2026-01-14,mobile,2022-12-09 18:49:29,2025-07-13 20:42:31
1541,Jonathan,Saunders,M,1969-05-05,homonica@gmail.com,915-678-5264x25253,West Mario,Guinea-Bissau,2021-01-12,Platinum,inactive,True,21060.24,488.1,234,2024-07-21,,2021-03-20 18:39:45,2025-12-14 23:18:49
1542,Jesse,Miles,,1956-10-04,blakejennifer@carter.info,(969)092-0293,Thompsonbury,Palestinian Territory,2022-03-08,Platinum,active,False,13389.09,447.6,16,2024-10-28,mobile,2021-05-12 15:11:10,2026-01-12 10:01:24
1543,David,Elliott,,1997-12-11,nataliescott@smith-turner.com,0500345250,West Renee,Guinea,2021-03-05,Gold,active,,3785.44,449.42,182,2024-04-27,mobile,2022-10-16 02:34:29,2025-06-24 01:45:16
1544,Raymond,Williams,F,2001-03-16,vray@harris-lyons.com,(047)823-5611,North Richardport,Bermuda,2024-09-08,Silver,active,False,,31.84,87,2025-05-11,web,2020-07-07 22:29:01,2025-02-09 12:18:44
1545,Bradley,,F,1960-05-23,millerkathryn@hotmail.com,001-005-434-8840,Jesusmouth,Liechtenstein,2025-09-10,Platinum,inactive,True,22953.66,474.32,144,2025-01-30,,2020-01-31 19:31:26,2025-12-28 18:40:06
1546,David,Johnson,,1967-06-05,kennethtaylor@hotmail.com,,Rebeccaland,Greenland,2025-06-30,Platinum,inactive,True,5571.66,382.69,219,2024-09-15,mobile,2021-01-06 08:38:40,2025-09-08 03:17:52
1547,Michael,Mullins,M,2002-02-11,shubbard@hotmail.com,410-633-2541,Carrtown,Burkina Faso,2024-04-14,Gold,active,,11698.51,,88,2025-05-02,store,2020-03-10 04:10:57,2025-09-02 16:30:02
1548,Amy,Baker,,1988-11-07,donnabrooks@adams.org,704-267-4033,West Juliefort,Grenada,2021-06-29,Silver,active,True,6084.98,76.69,242,2025-04-16,store,2021-07-09 01:31:13,2025-03-11 02:51:11
1549,Jeremy,Newton,,1982-05-13,ramirezsummer@gmail.com,0849503211,West Sarah,Angola,2024-12-16,Platinum,active,True,2900.96,285.68,64,2024-05-31,mobile,2022-09-27 15:53:40,2025-12-12 02:42:35
1550,Thomas,Ryan,,1950-01-29,hflores@jackson.com,,Janeside,Croatia,2021-07-05,Bronze,inactive,True,18968.45,25.51,98,2024-07-25,mobile,2021-06-26 12:26:53,2025-09-08 07:25:56
1551,Tara,Lambert,M,1995-08-15,mooredaniel@gmail.com,(201)358-9256,East Markside,United States Minor Outlying Islands,2022-03-17,Gold,blocked,,772.15,116.0,146,2024-07-04,web,2021-02-18 06:56:48,2025-04-17 03:54:58
1552,Gregory,Young,F,1954-12-06,brownheather@rodriguez.org,(203)690-8054x546,West Sabrinabury,Jordan,2022-10-10,Gold,blocked,,14982.19,429.45,207,2024-11-28,store,2021-02-01 20:17:02,2025-05-16 23:13:29
1553,Kimberly,Green,,1981-03-11,andrademichael@graham.com,,Port Michaelmouth,Cook Islands,2023-11-03,Gold,blocked,False,20691.04,479.12,119,2025-08-30,web,2020-12-08 07:34:38,2025-09-16 09:07:06
1554,Cameron,Sanchez,M,1983-08-22,ariasbrittney@gmail.com,(049)914-0199x70142,Rodgersshire,Ghana,2023-12-07,Gold,active,True,17588.55,183.1,59,2025-09-15,web,2022-05-24 06:08:26,2025-02-26 18:49:34
1555,Mary,Fields,,1968-09-08,pmaxwell@hotmail.com,(876)407-7417x86027,North Christine,El Salvador,2020-11-18,Bronze,active,,18251.53,433.08,222,,,2020-08-11 08:05:44,2025-09-13 02:25:22
1556,Matthew,Fernandez,F,1952-04-28,duane75@matthews.com,620-314-3950,Whitneyside,Marshall Islands,2022-01-08,Bronze,inactive,,,303.2,112,,mobile,2021-05-30 00:29:42,2025-05-05 15:25:44
1557,Jonathon,Thompson,F,1995-05-11,nancydickerson@phillips.com,511.508.0820x59166,Gonzalezmouth,Yemen,2025-12-08,Silver,active,False,24328.81,357.19,39,2025-07-19,,2020-02-05 07:14:10,2025-05-08 03:43:35
1558,Lisa,Lane,M,1952-11-20,mosesricardo@hotmail.com,+1-879-196-6550x9146,Georgeborough,Saint Kitts and Nevis,2025-10-07,Bronze,active,True,,215.69,70,2024-05-10,mobile,2020-02-06 15:44:46,2025-02-02 07:15:10
1559,Patrick,Jones,,1953-11-25,daniellenicholson@yahoo.com,603-181-3226x92694,Danielleville,British Indian Ocean Territory (Chagos Archipelago),2025-08-26,Bronze,inactive,True,10362.36,78.3,197,2025-07-26,,2021-01-15 04:46:18,2025-03-19 10:31:55
1560,Jeremiah,Santiago,M,1992-05-20,emiller@gmail.com,(133)751-2986,South Andrew,Lesotho,2020-08-11,Bronze,blocked,True,5509.84,238.63,48,2024-10-18,web,2022-04-23 09:58:02,2025-12-30 18:50:26
1561,Ralph,Scott,F,2000-02-22,amccormick@mendoza.com,001-217-503-6722,Lake Suzanne,Niger,2023-12-30,Bronze,inactive,,14797.11,208.09,181,2025-03-24,web,2021-06-10 09:26:41,2025-06-18 16:10:36
1562,Joseph,Cunningham,M,1979-06-28,smithsteven@harris-harrison.com,+1-452-774-1458x63424,Port Michael,Italy,2024-06-30,Bronze,active,False,11048.59,390.43,241,2024-01-29,store,2020-09-04 16:30:43,2025-04-06 03:08:31
1563,,Lopez,F,1977-03-02,landerson@campbell-sosa.com,001-093-935-4969,Sarahside,Denmark,2021-06-07,Platinum,inactive,True,11487.8,195.26,28,2024-06-20,store,2022-11-28 22:24:55,2025-06-09 09:15:58
1564,Jennifer,Cox,,1987-07-26,vanderson@conner.com,6499498064,Brookstown,Congo,2020-10-28,Platinum,blocked,,408.3,139.67,182,,store,2020-02-12 07:15:48,2025-05-28 19:23:46
1565,Jane,Ryan,,1969-03-17,blamb@pena.net,001-737-303-1333x65751,Rodriguezstad,Antarctica (the territory South of 60 deg S),2022-05-25,Gold,blocked,,,296.97,97,2025-12-31,web,2021-11-23 14:41:28,2025-10-05 13:29:59
1566,Joseph,Harris,,1975-05-11,dianajones@cruz.com,088.241.4651,Adamsview,Angola,2023-04-10,Silver,blocked,True,5752.65,285.36,128,,store,2022-06-26 10:46:32,2025-11-12 21:08:35
1567,Elizabeth,Thomas,,2000-09-15,kevinlamb@gmail.com,027-120-5630x86297,Katherineberg,Malaysia,2023-02-02,Bronze,blocked,True,4212.67,407.09,137,2024-09-27,mobile,2020-10-24 18:38:52,2025-11-19 07:23:11
1568,Alexis,Hahn,M,1986-08-27,judith79@hotmail.com,507.750.6945x114,Younghaven,Cameroon,2024-02-12,Bronze,inactive,False,23748.58,,23,,mobile,2020-05-19 21:58:21,2025-02-28 08:18:26
1569,Bryan,Ruiz,M,1988-06-04,jasminechapman@lewis.com,(578)644-0217x44921,Adrianton,Botswana,2020-12-22,Silver,active,True,,175.06,128,,mobile,2020-06-24 19:28:54,2025-12-11 13:48:06
1570,Jennifer,Johnson,F,1983-07-24,johnsonmark@gmail.com,,Port Leroy,Puerto Rico,2026-01-01,Gold,inactive,False,,139.4,194,2024-06-26,mobile,2020-11-28 07:26:00,2025-05-27 04:02:28
105,Martha,Mcdonald,F,1981-07-19,ashleyhood@smith.com,+1-980-390-3163,Diazbury,Sweden,2023-01-19,Silver,inactive,,2043.13,282.09,38,,mobile,2022-04-18 12:18:28,2025-09-14 23:21:35
593,Erika,Nelson,,1985-11-30,ohamilton@buchanan-johnson.info,+1-065-689-9272x9911,Davisfort,Lao People's Democratic Republic,2024-09-12,Gold,blocked,True,3758.34,203.97,198,2025-12-22,mobile,2022-03-09 13:43:46,2025-04-03 17:24:20
1573,Calvin,Harvey,M,1975-07-07,thomas39@yahoo.com,3674411999,South Henryfort,Kazakhstan,2022-11-15,Platinum,active,False,,37.78,146,,store,2023-01-15 06:41:07,2025-07-10 14:55:59
1574,,Obrien,F,1978-12-27,mclaughlinlaurie@yahoo.com,(031)199-9051x4327,Andrewhaven,United States Minor Outlying Islands,2020-11-21,Platinum,inactive,True,8972.34,77.3,101,2024-11-12,mobile,2021-08-20 19:24:19,2025-06-15 15:51:07
1575,,Miller,,1969-07-02,jesusdalton@sullivan.biz,074-486-1585,Lake Christopherside,Azerbaijan,2021-12-19,Platinum,blocked,False,20872.87,295.46,69,2024-03-31,mobile,2021-12-04 14:00:27,2026-01-09 05:45:33
1576,Jennifer,Ortega,,1964-08-23,rayjorge@yahoo.com,332.610.7971x759,South Anneberg,Grenada,2025-09-03,Platinum,inactive,False,14923.76,206.43,175,2024-08-11,,2021-10-05 05:32:12,2025-12-02 10:58:37
1577,Eric,Miller,F,1951-01-05,brandon58@walker-wilson.com,(449)335-0550x264,Port Amber,Marshall Islands,2022-12-07,Silver,active,False,18906.22,254.79,157,2025-07-22,store,2021-01-16 15:20:40,2025-09-05 17:18:05
1578,Samuel,Mcdowell,,1991-03-03,lbyrd@powers-barnett.biz,6196116972,Brownberg,Jordan,2020-11-13,Silver,inactive,True,24098.91,318.06,130,2024-04-30,,2020-08-01 01:21:56,2025-10-21 07:14:15
1579,Mario,Mitchell,,1954-07-17,smithwilliam@gmail.com,428.777.9720,Nicoleview,Nepal,2020-12-12,Silver,blocked,False,9077.27,438.38,126,2025-12-08,web,2022-10-02 02:39:44,2025-07-08 06:36:45
1580,Michelle,Turner,M,2005-06-21,lsimmons@yahoo.com,283-375-6897x7769,East James,Slovenia,2020-03-22,Silver,inactive,,16739.83,432.88,181,2024-03-26,,2020-03-17 10:10:06,2025-10-31 15:07:16
1581,Ryan,Calderon,M,1959-11-21,john06@hotmail.com,001-363-859-3042,North Autumnfort,Guatemala,2020-08-05,Bronze,inactive,,,481.62,225,,web,2022-10-22 09:52:50,2025-09-20 19:50:07
1582,Jaime,Salas,,2001-06-12,pyoung@yahoo.com,930.875.0326,East Jeanetteton,Liechtenstein,2022-06-20,Silver,blocked,,15190.28,376.42,244,2025-08-25,store,2022-11-13 02:50:00,2025-10-04 19:53:28
1583,Stephanie,Miller,M,1975-09-17,larsonnicole@white.org,619.847.7204x677,Fernandofort,Slovakia (Slovak Republic),2023-04-18,Gold,inactive,,18511.66,141.66,133,2025-11-02,web,2022-05-26 23:12:31,2025-10-08 11:12:20
1584,James,Padilla,M,1955-04-18,,(144)729-0291,Kristenfort,Taiwan,2021-07-12,Bronze,active,True,12787.66,239.51,154,,,2020-09-24 23:09:50,2025-07-08 21:03:54
1585,Jose,Stark,F,1956-12-04,richardchristina@gmail.com,,Stevenside,Mongolia,2021-02-20,Bronze,blocked,False,,109.85,70,2025-12-22,,2021-06-26 17:29:13,2025-11-20 03:15:44
1586,Anna,Smith,M,1991-04-24,hannah10@lara.org,(099)984-2302,Perryberg,Somalia,2025-12-31,Platinum,active,True,705.15,56.9,198,2025-10-18,mobile,2022-08-23 01:45:19,2025-06-24 12:09:34
1587,Daniel,Parrish,,1973-11-28,jamesrodriguez@crosby.org,,East Ryan,Venezuela,2021-11-24,Silver,blocked,False,23116.27,167.84,28,2024-05-20,,2021-11-11 21:04:33,2025-11-29 08:06:10
119,Judith,Hodges,,1995-09-05,rodrigueztheresa@farmer-harris.com,+1-727-331-0428x7992,Jacksonville,Gambia,2020-06-22,Bronze,active,False,22403.25,243.81,58,2025-02-13,,2021-11-17 05:41:43,2025-10-28 07:24:42
1589,Jon,Taylor,F,2001-02-21,wyoung@gmail.com,001-286-234-4083x2727,North Elizabethmouth,Algeria,2023-10-29,Gold,active,,13630.33,309.44,238,,store,2022-02-04 08:52:31,2025-12-19 17:32:46
1590,Virginia,,F,1995-01-31,kendra28@rice.com,,Lake Jessicaborough,Taiwan,2025-06-16,Gold,active,True,,266.44,74,2024-07-02,mobile,2021-04-14 15:26:24,2025-06-13 15:37:55
1591,Shannon,Pham,,1989-11-10,brandonbrown@yahoo.com,2046041748,West Alishaville,Reunion,2020-10-08,Bronze,blocked,False,12570.05,478.77,90,,web,2021-06-07 18:52:06,2025-06-04 21:04:42
1592,Samantha,Castro,F,1991-09-13,wcarson@miranda-houston.com,(081)957-3204x056,East Charles,Vietnam,2024-01-05,Silver,blocked,False,,218.33,203,2025-09-17,,2022-03-31 12:43:32,2025-03-17 13:05:54
1593,Felicia,Vasquez,,1955-03-03,julia11@gmail.com,(630)107-5938,Grayport,Uzbekistan,2023-07-01,Silver,inactive,,11038.77,373.35,204,2025-03-01,store,2020-09-14 18:56:22,2025-11-22 05:37:45
1594,Allison,Hernandez,M,1999-03-08,paul14@yahoo.com,001-144-711-3042,Torresfurt,Zimbabwe,2024-03-27,Gold,blocked,True,8364.31,120.74,92,2025-06-15,,2022-08-14 05:26:38,2025-12-18 11:36:43
1595,Meredith,Kennedy,M,1970-07-26,michael35@taylor.net,054-961-7196,Bowmanside,Sri Lanka,2024-04-30,Platinum,blocked,True,,436.05,72,2024-05-05,store,2020-11-17 14:15:03,2025-10-28 18:38:30
1596,Robert,Kelley,,1972-09-12,,640-537-5651x100,West Darlene,Isle of Man,2025-08-19,Bronze,inactive,False,22569.1,373.2,2,2025-05-11,store,2022-10-11 23:25:07,2025-03-13 03:34:33
1597,Lauren,Mitchell,F,2006-10-21,scott54@lewis-green.com,742.718.9925,West Joshua,Israel,2026-01-13,Platinum,inactive,False,18560.72,112.25,88,2024-05-07,,2022-12-28 14:42:11,2025-08-14 21:29:29
1598,Lisa,Garcia,M,1956-09-03,kennethjones@chapman.info,(323)670-4102x70399,New Christianview,Suriname,2023-06-30,Platinum,blocked,False,8336.44,,117,2024-03-19,mobile,2021-06-24 17:46:25,2025-11-10 20:28:36
1599,Meghan,Parker,,1993-11-10,porterallen@armstrong.com,+1-538-575-4832,New Jessica,Trinidad and Tobago,2021-01-09,Gold,inactive,,,491.84,219,2025-06-26,,2022-09-13 15:01:15,2025-06-17 16:32:53
598,Linda,West,,1963-10-23,galvanjohn@yahoo.com,161.405.5620x70205,Jonesview,Panama,2022-08-08,Platinum,blocked,,13453.31,87.23,8,2024-07-19,store,2021-07-30 04:36:58,2025-03-13 13:44:46
1601,Joseph,Fitzgerald,F,2002-01-28,kimberly01@yahoo.com,+1-484-687-0727x0078,Vanessashire,Myanmar,2024-04-27,Gold,blocked,True,20037.31,380.39,50,2025-03-30,web,2022-05-15 17:27:35,2026-01-04 11:46:26
1602,Brenda,Smith,M,1954-03-18,isaacharris@stephens.com,+1-369-211-4256x016,South Mark,Indonesia,2023-03-05,Silver,active,,16466.98,368.71,1,2025-12-04,store,2020-10-28 18:21:05,2025-02-28 17:50:03
1310,Alexandra,Thompson,F,2001-04-21,frances62@hotmail.com,,Wendyfurt,Cape Verde,2023-05-01,Bronze,inactive,False,,432.87,51,2024-06-04,store,2021-05-25 02:46:56,2025-06-13 04:08:45
1604,Rebecca,Trujillo,,1972-03-09,hooperchristina@hotmail.com,(993)168-6629,New Drew,Sri Lanka,2024-11-22,Platinum,inactive,False,20470.32,398.22,103,2024-07-13,web,2020-12-17 15:12:36,2025-04-29 23:11:57
1605,Laura,Gutierrez,,1997-09-05,fholloway@brown.com,(616)054-8985,Toddfurt,Uruguay,2023-10-17,Silver,inactive,True,11145.32,,238,2025-05-09,store,2021-03-03 14:24:27,2025-07-27 22:14:33
1606,Julie,Carr,F,1994-09-22,nicolepalmer@yahoo.com,(430)637-3861,Lake Johnny,Portugal,2024-06-16,Bronze,blocked,False,1223.7,423.15,132,,,2020-11-10 14:37:43,2025-10-16 12:31:17
1607,,Mccarty,,1988-08-21,,535.708.8064,Port Benjamin,Lesotho,2025-04-12,Gold,blocked,,,213.92,178,,web,2020-04-07 18:04:18,2025-05-15 06:27:42
1608,Jacob,Lucero,F,1985-02-14,wgarcia@gutierrez.com,,West Bonnie,Italy,2020-11-25,Platinum,active,False,7819.95,342.32,31,2024-01-23,mobile,2020-12-05 04:18:06,2025-08-24 11:45:17
1609,Angela,Martin,F,1955-02-14,lorimahoney@adams-johnson.net,,Antonioberg,Mali,2022-06-02,Gold,blocked,True,14248.65,332.83,9,2024-07-22,web,2022-04-17 18:06:18,2025-04-12 16:27:00
1610,Andrew,Washington,M,1958-03-28,fernandogonzalez@walker-newton.info,+1-363-375-3145x543,West Stephanie,British Virgin Islands,2021-07-14,Platinum,inactive,,,221.51,144,2024-11-19,,2021-03-12 20:39:11,2025-10-28 19:03:54
1611,Ashley,Baker,F,1951-05-23,,(114)495-6789x729,Hornemouth,Oman,2024-07-26,Gold,blocked,,7266.15,457.54,85,2024-12-24,store,2020-08-12 11:26:59,2025-07-07 23:20:53
1612,Alyssa,Snyder,,1985-09-14,cmatthews@hunter-osborne.net,403-163-4380x17148,New Roberthaven,Isle of Man,2022-11-09,Bronze,blocked,False,22364.24,479.86,62,2025-05-05,mobile,2020-10-02 21:27:13,2025-05-09 22:40:23
1613,Shaun,Barrera,,1997-11-22,fergusonbrett@yahoo.com,001-039-924-1831x5851,Haroldberg,Saint Lucia,2023-01-09,Silver,inactive,,16546.9,301.76,19,2024-02-02,web,2020-04-18 08:29:37,2025-07-22 09:09:34
1614,Alejandro,Allen,M,2000-01-20,kfuller@gmail.com,347-348-7204,New Daniel,Liberia,2024-10-02,Platinum,active,True,20207.11,424.23,195,2024-05-04,mobile,2021-06-21 11:01:05,2025-10-15 05:14:50
1615,Cynthia,Mosley,F,1968-11-19,phernandez@yahoo.com,+1-545-020-1125,South Margaretview,Monaco,2025-12-16,Gold,active,True,11820.17,20.36,132,2025-08-23,store,2022-09-25 14:01:46,2025-12-23 17:10:50
1616,Stacey,White,,2000-01-28,sandrawerner@gmail.com,281.692.0109x9355,Lindahaven,Antigua and Barbuda,2023-05-23,Bronze,active,True,18042.85,424.95,11,2024-09-13,web,2022-03-09 13:55:29,2025-05-18 08:30:35
1617,Kimberly,Larson,M,1973-07-25,breed@gmail.com,(043)140-7114x8533,Stephanieport,Swaziland,2024-07-24,Gold,inactive,True,,224.74,237,2025-02-20,store,2020-08-09 01:30:55,2025-05-26 04:04:29
1618,Zachary,Johnson,F,1970-07-31,marysmith@davidson.com,001-478-589-5306x4995,East Jeff,Bolivia,2025-08-21,Gold,blocked,True,6317.61,226.51,10,2024-11-01,mobile,2021-04-17 09:43:02,2025-08-19 18:38:21
1619,Michael,Clements,M,2000-05-22,benjaminvasquez@wagner-taylor.com,,Fisherside,Swaziland,2023-07-06,Silver,blocked,True,17922.66,157.61,77,2025-11-11,,2020-09-30 20:09:14,2025-10-29 11:10:42
1620,Anthony,Torres,,1999-09-04,wmarks@lopez.info,001-706-096-8112,South Andrewchester,United States Virgin Islands,2022-12-24,Gold,active,True,5848.81,,224,2024-03-07,,2020-08-27 02:33:04,2025-12-04 20:00:29
1621,Mark,Becker,M,1951-10-30,ttrujillo@yahoo.com,(150)860-0296x646,Ericamouth,Equatorial Guinea,2020-05-17,Bronze,active,,10923.33,,203,2024-04-17,web,2022-07-26 16:40:05,2025-03-18 15:53:57
1622,Scott,Monroe,M,1976-09-24,traviscox@gordon-bennett.net,912-029-5978,South Wendychester,Seychelles,2020-06-03,Platinum,inactive,True,11017.74,103.26,237,,mobile,2020-05-22 16:19:32,2025-07-31 08:16:24
1623,Rose,Martinez,M,1984-01-26,gonzalezkathy@yahoo.com,8635127893,New Frankbury,Bouvet Island (Bouvetoya),2025-09-30,Platinum,blocked,True,21893.32,,139,2024-03-24,,2021-09-29 18:04:28,2025-08-04 03:22:33
1624,Emily,Stevens,F,1960-10-01,howellryan@bell-smith.com,989-029-9815x040,Port Brandonberg,Singapore,2023-11-07,Silver,inactive,False,16476.49,445.62,175,2024-10-18,,2022-12-25 07:19:28,2025-06-15 03:16:57
1625,Frederick,Hudson,M,1954-02-20,felicia02@vang.com,404-864-8603,Nicholasstad,United States Minor Outlying Islands,2025-07-05,Bronze,blocked,,12788.1,472.31,186,,store,2021-01-11 21:45:59,2025-04-19 01:55:22
1626,Sara,Hunt,,1954-12-27,robertshaw@yahoo.com,+1-596-174-1407x15807,West Gregory,Singapore,2023-11-24,Platinum,active,,,,60,2024-05-25,store,2021-09-10 04:53:45,2025-05-11 20:48:34
1627,Jason,Lewis,M,1958-07-07,,,Hannahbury,Peru,2021-11-17,Silver,inactive,,,,91,2025-03-06,store,2022-03-13 20:30:55,2025-04-06 22:11:36
1628,Christine,Conner,F,1989-03-28,eschmitt@yahoo.com,+1-571-834-2579x2902,West Autumn,Philippines,2023-11-12,Silver,blocked,True,6115.51,337.98,198,2024-03-12,,2022-04-02 05:45:08,2026-01-11 22:49:04
1629,Kyle,Shannon,F,1990-09-09,sdavis@yahoo.com,871-647-7821x231,New Dominiquefort,Belize,2024-09-15,Platinum,blocked,True,,,180,2025-07-09,web,2020-12-18 07:51:04,2025-04-22 21:48:31
1630,Stanley,Taylor,M,1979-10-25,sherry22@yahoo.com,181.839.8802x826,New Susan,Saint Kitts and Nevis,2023-07-10,Silver,inactive,,16303.07,496.27,245,2024-05-09,mobile,2021-01-06 10:42:11,2025-06-30 03:00:47
1631,Jo,Knight,F,1976-09-09,tyoung@yahoo.com,317-307-2380x80432,New Amanda,Anguilla,2023-12-08,Bronze,blocked,,5829.63,31.18,185,2024-12-17,,2022-01-23 14:42:08,2025-12-18 16:16:29
1632,Bridget,Swanson,M,1991-04-04,olsonscott@yahoo.com,8754379912,East Nicole,Macao,2020-07-21,Gold,active,True,2359.36,254.72,155,2025-02-11,web,2020-04-03 13:47:46,2025-03-19 04:27:15
1633,Andrea,Ryan,,1984-02-14,espinozaangie@garcia.com,+1-864-357-3441x26780,Juliaton,Cyprus,2020-02-05,Platinum,active,False,13130.53,224.45,204,,mobile,2021-09-25 04:27:24,2025-12-08 02:26:29
1634,Gregory,Brown,M,1979-11-24,janet94@gray.net,001-462-965-4624,East Danielbury,France,2025-11-21,Bronze,inactive,True,12439.95,285.5,7,2025-09-09,store,2021-02-12 21:36:14,2025-09-03 16:13:43
1635,Michael,Sanchez,F,1975-03-15,walkereddie@thomas.biz,250-858-2198x1292,Davidfort,Western Sahara,2025-02-03,Silver,active,True,,273.37,99,2025-02-14,store,2021-01-03 20:06:28,2025-11-05 03:34:17
1636,David,Turner,M,1986-01-22,khanson@yahoo.com,,Michelletown,Oman,2020-06-22,Bronze,blocked,False,20894.56,443.86,83,2025-10-21,mobile,2023-01-04 10:44:48,2025-12-22 02:38:59
1637,Tommy,Morrison,F,1969-06-16,blittle@neal.net,001-709-625-3395x292,Port Amandatown,Marshall Islands,2022-10-02,Bronze,inactive,False,16010.4,105.19,18,2024-07-14,store,2021-10-04 14:16:49,2025-06-07 12:02:52
1638,John,Shaw,,1964-11-20,kathleenmcmahon@gmail.com,906-806-7600x19090,Haileychester,Namibia,2021-12-10,Silver,active,True,8570.26,171.92,71,2025-04-26,,2022-04-05 11:55:46,2025-04-12 07:24:17
1639,William,Newman,F,1988-03-11,williamsonshane@knapp-jordan.info,001-926-314-0850x4364,New Shirley,United States of America,2023-12-11,Silver,active,,,367.2,89,2024-09-15,,2021-01-24 20:22:06,2025-04-25 07:39:29
1640,Gary,Stewart,M,2004-02-22,andrea50@yoder-medina.com,(973)745-0256,Simschester,Vietnam,2020-10-01,Silver,inactive,,12581.94,431.02,149,2024-03-13,store,2020-12-22 14:41:43,2026-01-05 03:21:48
